ctrhp_1	ctrhp_2	ctrhp_3	CLKhp_1	CLKhp_2	CLKhp_3
chr4_146521551_146523130	109	101	120	139	130	132
chr4_146636939_146637395	8	22	21	23	17	18
chr4_146638730_146639470	34	26	34	50	47	67
chr4_146945405_146946316	48	60	68	84	78	88
chr4_147037123_147037447	9	17	20	14	18	13
chr4_147079014_147079880	38	39	42	61	51	56
chr4_147442275_147443030	27	27	25	35	23	39
chr4_147616927_147617910	98	93	127	110	116	137
chr4_147683722_147684798	90	89	100	116	104	121
chr4_147731675_147732816	55	57	103	84	62	72
chr4_147866690_147867317	27	24	32	33	40	34
chr4_148286926_148287588	27	35	31	50	43	43
chr4_148441914_148443264	109	103	130	128	102	141
chr4_148444058_148445913	61	52	63	98	72	84
chr4_148944255_148945242	29	39	37	51	39	39
chr4_148980825_148981646	37	54	63	76	60	67
chr4_149008434_149008915	13	14	29	27	16	30
chr4_149409178_149410054	24	27	43	37	40	40
chr4_149489197_149489801	31	32	23	31	19	29
chr4_149831868_149832377	22	14	23	15	22	21
chr4_150039740_150040158	16	21	26	34	21	31
chr4_150077656_150079601	137	150	155	191	134	179
chr4_150149382_150149893	23	32	25	32	22	22
chr4_150150550_150151280	40	44	52	50	41	49
chr4_150166239_150167577	150	158	147	168	165	190
chr4_150173131_150174428	79	76	123	109	96	113
chr4_150176500_150176851	13	11	13	16	10	12
chr4_150181289_150182005	42	39	64	60	41	60
chr4_150206486_150207405	42	50	49	55	50	53
chr4_150211078_150211333	7	11	15	13	10	12
chr4_150216681_150217750	52	70	96	83	76	71
chr4_150229366_150231053	66	82	74	90	75	103
chr4_150244597_150244971	18	20	15	20	16	16
chr4_150366419_150367112	70	74	105	98	83	99
chr4_150402981_150403344	25	31	32	19	38	43
chr4_150542841_150543522	31	43	29	44	34	50
chr4_150874302_150874791	16	12	20	21	24	24
chr4_151014477_151016497	101	121	148	138	132	148
chr4_151099040_151100311	82	84	98	115	82	108
chr4_151169199_151169608	21	46	33	44	39	41
chr4_151251605_151252200	33	32	47	49	42	31
chr4_151324873_151325922	37	47	46	62	50	47
chr4_151408677_151409110	18	12	27	20	18	20
chr4_151441883_151442477	27	22	23	46	28	30
chr4_151537630_151538213	28	21	24	30	27	18
chr4_151540899_151542212	120	130	128	141	117	134
chr4_151714186_151714819	30	32	26	35	26	36
chr4_151715910_151716222	11	10	13	16	10	18
chr4_151716928_151717958	81	86	98	100	80	116
chr4_151718969_151719395	18	18	24	24	17	22
chr4_151760649_151761575	93	96	108	125	103	116
chr4_151781095_151781838	24	18	22	38	21	35
chr4_151831193_151832185	59	69	56	81	64	91
chr4_152021731_152022783	30	46	72	47	45	55
chr4_152197037_152197664	19	30	40	33	27	37
chr4_152231808_152232760	43	54	43	61	57	66
chr4_152352321_152353427	61	81	90	84	74	99
chr4_152368068_152368388	13	9	12	12	11	16
chr4_152534776_152537106	149	184	221	225	170	226
chr4_152679497_152680373	28	39	36	43	41	53
chr4_152696943_152697263	19	14	26	12	16	15
chr4_152778872_152780718	132	143	182	194	138	209
chr4_152936180_152938210	71	98	95	94	103	119
chr4_153083468_153083992	21	34	36	28	28	38
chr4_153089670_153090172	15	24	17	26	16	29
chr4_153127642_153128260	47	36	30	52	52	52
chr4_153143014_153143481	20	12	19	23	19	27
chr4_153151929_153153927	131	110	152	183	139	161
chr4_153198680_153199117	29	29	31	32	30	34
chr4_153212493_153213205	22	22	30	33	29	29
chr4_153222171_153223574	53	56	62	84	56	63
chr4_153227308_153227880	19	26	36	34	24	34
chr4_153248869_153249987	58	63	78	93	62	71
chr4_153257030_153257665	33	39	25	49	40	54
chr4_153344236_153345789	91	94	104	88	89	110
chr4_153442920_153443298	13	18	18	20	15	16
chr4_153465466_153467505	98	112	131	134	105	150
chr4_153488298_153489197	30	37	34	37	31	35
chr4_153531844_153532505	42	54	69	64	62	69
chr4_153535943_153536764	73	67	78	98	76	99
chr4_153574403_153574706	13	4	17	19	11	17
chr4_153651031_153651350	11	14	15	29	19	17
chr4_153788630_153789066	16	12	19	24	20	19
chr4_154160927_154161528	13	19	18	18	17	23
chr4_154490795_154492159	46	35	62	67	58	64
chr4_154516249_154517163	35	31	57	49	44	55
chr4_154518724_154519151	11	14	24	17	14	13
chr4_154528908_154529224	14	10	19	23	11	19
chr4_154529271_154530109	34	25	53	33	41	46
chr4_154549724_154550843	90	89	110	116	101	126
chr4_154552174_154552423	13	19	25	21	12	16
chr4_154727464_154727962	15	15	21	18	19	18
chr4_154743715_154744097	14	16	18	18	20	22
chr4_154959054_154959403	14	13	14	21	15	21
chr4_155060259_155060679	15	16	23	25	16	27
chr4_155079810_155080369	18	25	25	26	17	27
chr4_155207539_155208950	44	56	73	70	68	79
chr4_155248074_155248627	10	20	26	30	22	23
chr4_155248718_155249485	25	19	37	27	21	32
chr4_155376257_155377463	150	163	206	188	192	218
chr4_155403779_155404201	17	22	23	18	15	27
chr4_155515646_155516210	23	27	34	36	31	45
chr4_155571100_155571798	20	28	30	46	30	33
chr4_155590776_155591795	60	55	57	57	48	59
chr4_155667029_155668317	71	67	91	87	110	131
chr4_155758592_155760256	127	115	159	168	141	166
chr4_155810973_155811536	14	27	47	30	32	24
chr4_155844847_155845375	19	19	24	37	10	26
chr4_155953159_155954157	42	29	42	44	36	46
chr4_156084049_156085030	58	59	69	70	70	81
chr4_156137802_156138535	26	37	31	41	41	45
chr4_156193639_156194209	28	36	35	36	31	47
chr4_156293532_156293873	18	23	25	28	20	22
chr4_156298094_156298761	43	45	51	64	59	57
chr4_156568548_156568925	11	19	15	24	20	28
chr4_156638920_156639378	19	21	29	20	18	33
chr4_156763594_156763882	15	14	15	18	15	11
chr4_156770853_156772186	91	116	128	132	130	142
chr4_156970560_156972629	103	92	112	112	122	137
chr4_156999147_156999553	17	13	25	15	17	9
chr4_157075867_157076710	55	52	74	62	53	71
chr4_157128513_157129563	43	53	50	57	34	64
chr4_157220052_157221361	87	88	120	116	103	127
chr4_157221460_157223113	99	85	110	100	90	123
chr4_157416208_157416749	19	21	29	29	28	38
chr4_157509133_157509797	22	17	26	27	25	23
chr4_157579160_157580404	46	63	70	70	77	73
chr4_157674568_157675340	52	48	59	52	56	68
chr4_157676264_157676762	15	17	19	28	17	23
chr4_157897675_157898003	12	21	25	20	23	23
chr4_157978786_157979100	11	15	21	22	17	19
chr4_158164277_158164596	12	18	24	30	20	24
chr4_158170026_158170520	23	24	30	36	34	42
chr4_158586749_158587255	13	20	18	17	25	17
chr4_158617843_158618395	19	26	20	18	22	39
chr4_158670643_158673054	270	281	334	338	290	342
chr4_158722800_158723791	40	55	67	67	56	63
chr4_158768332_158769945	161	160	186	184	164	215
chr4_159010477_159011077	18	24	24	26	24	37
chr4_159102315_159104391	182	188	253	265	250	278
chr4_159266978_159268021	42	44	61	47	40	59
chr4_159445652_159446286	22	23	30	29	21	42
chr4_159446555_159446798	10	13	16	20	21	16
chr4_159487267_159487721	19	23	23	32	28	29
chr4_159607696_159608296	22	43	37	32	38	44
chr4_159639645_159640296	21	33	30	27	28	30
chr4_159764392_159764660	15	20	23	12	19	20
chr4_160848848_160849379	24	28	34	29	35	29
chr4_161656411_161656893	18	18	25	14	29	36
chr4_162034369_162034691	15	18	22	24	12	18
chr4_162163787_162164612	26	37	40	47	33	52
chr4_162169076_162169305	11	12	12	12	6	14
chr4_162497628_162498087	17	22	15	20	28	19
chr4_163166119_163167423	94	82	102	122	93	123
chr4_163331649_163332339	20	24	23	26	19	35
chr4_163332376_163333025	24	25	28	38	17	35
chr4_163494213_163495298	85	112	115	124	107	136
chr4_163544405_163544876	16	17	18	16	18	23
chr4_163981550_163982432	27	31	39	27	29	48
chr4_164383073_164384470	108	121	146	164	158	179
chr4_164956740_164957441	53	47	79	78	56	73
chr4_164958867_164959359	14	14	20	20	20	23
chr4_164997785_164998428	31	35	46	53	47	50
chr4_165112111_165113557	180	161	204	232	198	241
chr4_165206643_165208582	161	153	183	190	176	192
chr4_165208672_165209290	23	28	28	29	24	29
chr4_165255674_165256593	54	58	50	75	74	93
chr4_165280019_165281117	70	71	78	60	48	75
chr4_165326740_165328365	229	206	247	267	227	283
chr4_165378560_165379626	102	110	154	134	130	153
chr4_165398306_165398963	39	31	30	41	27	35
chr4_165631711_165632225	11	20	10	21	26	29
chr4_165873183_165874001	30	30	33	48	35	59
chr4_166165849_166166195	33	32	30	42	52	48
chr4_166580227_166580464	11	11	13	6	12	15
chr4_166971964_166972486	25	23	29	25	27	39
chr4_166996168_166996844	47	66	52	65	67	76
chr4_167233820_167235069	51	41	48	63	64	72
chr4_168309806_168310333	26	38	49	44	46	45
chr4_168318273_168318968	32	41	53	46	34	48
chr4_168408654_168409062	18	28	34	28	24	34
chr4_168480030_168481274	62	83	87	101	85	95
chr4_168585582_168585835	14	9	18	19	14	16
chr4_168604660_168605034	14	15	21	17	20	15
chr4_168631372_168632167	45	51	47	60	45	54
chr4_168645929_168646304	16	17	22	20	16	20
chr4_168815714_168817203	58	55	70	67	69	66
chr4_168819347_168819945	19	22	18	28	23	25
chr4_168831547_168833642	128	105	136	137	113	150
chr4_168923756_168924191	14	14	29	27	16	26
chr4_168924661_168925072	12	13	25	25	26	20
chr4_169009613_169010936	101	129	135	131	116	167
chr4_169017889_169018454	20	26	35	32	26	38
chr4_169052317_169052860	22	23	35	38	26	29
chr4_169103929_169104382	14	22	36	29	23	31
chr4_169159449_169160258	20	27	29	38	22	33
chr4_169180267_169180564	13	8	24	19	15	21
chr4_169236165_169236471	13	13	10	12	11	16
chr4_169236886_169237269	14	21	18	33	29	20
chr4_169269962_169271684	142	143	178	182	169	195
chr4_169314787_169315425	22	32	29	22	32	33
chr4_169416821_169417370	23	13	25	20	24	22
chr4_169612037_169613040	72	61	84	96	88	90
chr4_169613165_169613590	20	25	23	27	19	22
chr4_169619892_169621142	114	113	146	147	136	164
chr4_169659951_169660942	70	67	82	92	62	99
chr4_169708329_169708621	14	11	15	16	15	10
chr4_169757437_169758627	71	73	79	86	95	84
chr4_169791623_169792164	30	43	45	36	36	43
chr4_169842591_169843210	32	29	37	44	30	43
chr4_169971500_169972192	46	47	64	60	42	68
chr4_170025669_170027877	175	168	228	237	194	218
chr4_170089198_170090596	101	126	120	148	138	167
chr4_170138614_170139129	19	13	23	28	26	30
chr4_170259470_170260005	17	17	27	32	21	34
chr4_171130242_171130731	20	20	26	18	23	26
chr4_171812911_171813874	39	40	41	50	49	54
chr4_172404276_172405301	81	84	89	96	84	105
chr4_172668321_172668878	19	27	37	26	29	34
chr4_172721525_172722039	26	28	31	35	33	39
chr4_172962615_172963042	28	26	22	31	26	38
chr4_173005680_173006344	23	40	24	36	29	41
chr4_173056699_173057240	24	27	26	26	21	25
chr4_173167974_173170598	176	185	253	249	200	256
chr4_173257819_173258058	13	13	18	13	15	13
chr4_173264674_173265287	32	35	40	54	39	44
chr4_173270673_173270996	8	12	10	21	16	17
chr4_173333662_173335695	216	275	267	312	287	323
chr4_173369308_173372478	264	280	309	354	264	315
chr4_173398866_173399454	14	22	32	44	30	35
chr4_173448135_173449398	31	31	34	44	36	52
chr4_173521814_173522801	28	29	42	41	46	42
chr4_173835950_173836336	9	24	27	18	26	17
chr4_174282878_174284436	98	104	117	157	115	127
chr4_174522013_174522914	44	32	37	44	38	40
chr4_174828816_174829784	48	51	73	89	64	78
chr4_175542656_175543400	58	54	50	71	66	67
chr4_175622230_175622769	16	21	26	24	26	28
chr4_175705290_175706176	83	72	86	97	84	92
chr4_175758119_175759093	44	38	54	55	51	53
chr4_175775969_175776667	50	45	45	67	60	64
chr4_175790063_175790667	25	30	35	40	36	35
chr4_175811562_175812939	61	91	91	89	72	91
chr4_175813064_175813790	23	15	21	28	14	26
chr4_175833745_175834634	41	54	50	68	42	51
chr4_175905926_175906375	16	21	23	27	23	26
chr4_175988371_175989137	45	41	63	49	53	48
chr4_176000970_176001893	53	57	101	83	56	66
chr4_176002044_176002689	23	27	49	31	27	35
chr4_176044191_176045143	50	48	62	68	73	82
chr4_176065301_176066493	136	145	170	194	145	190
chr4_176191881_176192311	15	21	29	29	28	26
chr4_176195054_176196021	78	84	107	100	93	118
chr4_176319280_176320936	162	154	207	201	153	209
chr4_176451487_176451950	17	19	26	28	22	27
chr4_176540774_176541486	26	25	31	40	38	44
chr4_176792056_176793247	52	45	53	49	49	75
chr4_177250124_177250434	15	19	25	16	22	19
chr4_177309489_177310416	54	66	76	80	66	81
chr4_177351672_177352540	52	70	60	57	52	72
chr4_177441762_177442994	104	110	138	147	126	148
chr4_177968772_177969510	28	36	37	45	46	53
chr4_178306604_178307090	13	19	35	26	34	27
chr4_179006563_179007082	15	29	35	42	24	33
chr4_179268857_179269157	13	11	21	21	13	18
chr4_179344636_179345246	20	28	22	30	29	42
chr4_179486241_179487383	52	55	62	81	59	53
chr4_180057858_180059619	79	94	121	127	115	139
chr4_180512891_180513493	26	24	36	36	24	47
chr4_180530732_180531282	17	23	31	28	25	29
chr4_180664860_180665196	15	16	27	22	23	18
chr4_180828486_180828793	14	16	20	15	11	14
chr4_180850353_180851095	39	41	35	49	38	60
chr4_180913500_180914376	37	37	61	74	61	54
chr4_180960662_180961399	18	18	33	27	18	32
chr4_181158735_181159213	15	34	31	27	25	27
chr4_181179616_181180252	32	28	42	48	39	29
chr4_181193167_181193883	22	22	32	28	24	19
chr4_181205783_181206225	21	20	30	25	18	31
chr4_181258546_181259029	17	21	26	27	22	35
chr4_181281409_181281863	11	25	27	39	24	29
chr4_181431930_181432721	26	19	32	32	27	41
chr4_181488842_181489379	27	21	34	26	24	23
chr4_181503705_181504371	13	27	37	42	22	41
chr4_181599178_181599515	13	13	4	14	15	19
chr4_181792645_181792932	14	22	15	20	11	17
chr4_182067851_182068247	16	16	18	29	20	25
chr4_182096287_182096884	24	32	36	42	29	41
chr4_182137313_182137772	31	30	37	35	39	45
chr4_182143612_182145506	120	118	171	167	147	181
chr4_182179076_182179548	19	33	17	48	34	38
chr4_182384578_182385144	25	35	27	35	28	38
chr4_182447998_182450060	163	176	231	222	200	227
chr4_182536154_182536595	12	23	18	30	34	12
chr4_182555952_182556469	11	21	40	31	23	21
chr4_182643864_182644645	29	41	46	54	48	48
chr4_182680177_182680677	12	12	23	19	19	19
chr4_182752234_182752527	14	10	22	12	18	23
chr4_182766024_182766763	33	31	48	36	39	28
chr4_182776706_182777216	10	21	21	15	12	18
chr4_182880240_182881177	48	39	53	45	62	64
chr4_182916832_182918146	82	66	103	94	102	112
chr4_183098217_183100165	147	133	186	196	177	184
chr4_183118642_183119218	18	23	37	24	18	25
chr4_183200516_183200875	10	15	21	20	13	18
chr4_183406991_183407648	42	54	52	63	55	63
chr4_183434815_183435234	12	15	13	17	12	14
chr4_183443678_183445444	151	177	201	201	180	220
chr4_183503511_183506779	350	361	433	455	375	452
chr4_183658564_183659860	131	121	146	162	130	158
chr4_183747882_183748268	17	14	20	17	14	25
chr4_183797113_183797984	24	24	31	43	30	24
chr4_183876129_183877019	81	75	111	87	73	104
chr4_183904997_183907575	153	179	194	190	188	213
chr4_183959418_183960592	80	109	104	119	109	130
chr4_183987514_183988446	51	55	70	71	56	68
chr4_184264203_184264586	11	18	25	25	22	26
chr4_184343417_184344317	85	86	73	92	79	115
chr4_184472637_184474277	68	75	97	81	61	79
chr4_184474390_184475326	66	61	72	76	61	83
chr4_184477683_184478007	12	18	20	27	18	17
chr4_184501166_184501564	9	16	21	14	19	16
chr4_184514411_184515043	19	15	40	26	20	23
chr4_184537249_184538419	78	81	109	94	94	115
chr4_184587744_184588133	10	14	32	22	24	20
chr4_184648454_184650251	154	140	191	177	166	208
chr4_184733246_184734811	132	142	135	173	139	164
chr4_184808309_184808981	36	32	52	45	39	46
chr4_184815069_184815424	11	16	14	29	24	22
chr4_184825096_184826695	98	126	139	150	127	149
chr4_185071392_185071827	10	16	29	25	22	16
chr4_185142600_185143866	88	85	120	132	115	134
chr4_185172161_185172621	13	15	15	19	13	17
chr4_185203210_185204539	136	122	140	153	122	167
chr4_185208690_185211117	146	148	171	162	131	183
chr4_185370166_185370987	43	47	44	65	63	74
chr4_185395807_185397374	137	148	182	145	133	145
chr4_185425384_185426455	105	122	126	135	105	145
chr4_185471259_185472100	39	39	39	40	42	39
chr4_185534759_185535876	57	50	76	69	68	76
chr4_185541261_185541871	36	53	67	61	46	59
chr4_185811605_185812595	72	85	83	73	77	91
chr4_185839024_185839627	21	32	43	31	28	21
chr4_186021574_186021875	12	13	16	14	20	14
chr4_186029494_186031098	119	109	145	146	123	154
chr4_186120920_186121430	31	30	30	25	30	41
chr4_186144036_186145532	85	94	120	134	110	127
chr4_186190471_186192412	135	115	158	173	165	185
chr4_186200385_186200956	39	42	51	52	45	51
chr4_186346957_186347482	24	20	21	26	19	18
chr4_186485571_186486858	44	34	87	84	59	67
chr4_186651285_186652167	39	46	55	63	45	73
chr4_186700730_186701734	36	44	57	64	53	60
chr4_186702478_186702961	18	13	18	26	17	22
chr4_186723116_186724950	107	123	125	144	118	131
chr4_186725757_186727398	111	130	157	128	124	141
chr4_186761303_186761858	26	27	39	43	34	37
chr4_186942883_186943528	28	22	34	31	27	26
chr4_186946570_186946960	15	25	13	21	25	28
chr4_186984043_186984565	20	30	32	37	31	29
chr4_187094044_187094426	12	16	19	22	24	17
chr4_187235411_187236933	59	79	108	95	88	93
chr4_188439735_188440456	47	46	47	61	53	72
chr4_188459308_188460167	49	56	60	57	57	56
chr4_188976643_188977080	14	9	17	17	23	19
chr4_189305360_189305853	16	21	20	19	24	30
chr4_189502733_189503709	81	95	105	103	79	110
chr4_189792898_189793353	22	23	28	30	27	32
chr4_189823591_189824010	34	30	36	48	44	55
chr4_189882234_189882725	23	22	33	30	26	30
chr4_189940024_189941395	92	119	143	150	120	154
chr4_190049566_190050203	22	30	41	26	33	48
chr4_190177527_190180176	301	326	361	360	360	365
chr4_190180949_190181295	35	30	45	37	36	39
chr4_190181419_190181815	26	30	29	30	28	33
chr4_190203265_190203738	12	18	21	24	12	25
chr5_53409_54138	19	28	31	26	28	35
chr5_217497_219866	130	136	156	131	124	145
chr5_271048_271936	79	86	125	101	82	122
chr5_321287_322048	24	17	31	34	21	28
chr5_373538_374215	19	21	31	44	17	37
chr5_399727_400222	22	14	38	36	29	31
chr5_442552_443522	37	37	56	47	57	52
chr5_472119_474252	127	144	181	150	119	177
chr5_539901_540320	15	22	21	28	26	37
chr5_611423_612645	61	69	89	78	84	81
chr5_671551_672106	22	24	27	28	27	23
chr5_672295_673176	32	41	49	39	50	60
chr5_782992_783547	17	17	22	26	19	31
chr5_783940_785586	99	70	82	99	90	107
chr5_892232_893120	55	61	87	84	77	77
chr5_902999_903423	19	12	23	16	23	27
chr5_956711_957299	24	27	32	38	41	25
chr5_1016123_1016695	11	10	24	21	25	32
chr5_1111049_1111893	25	25	41	37	30	33
chr5_1161750_1162301	14	13	21	25	18	24
chr5_1344277_1345661	70	77	84	84	89	90
chr5_1376923_1377619	22	27	26	37	26	37
chr5_1385785_1386651	36	25	39	44	33	41
chr5_1469776_1470250	18	19	26	28	21	20
chr5_1522950_1524487	108	103	124	150	139	154
chr5_1552434_1553384	78	84	110	103	99	118
chr5_1593929_1594996	68	66	79	67	67	71
chr5_1633420_1634516	49	42	62	51	45	68
chr5_1641437_1641879	19	15	15	16	28	27
chr5_1644900_1645412	34	28	28	43	31	33
chr5_1653960_1654202	16	13	20	13	14	14
chr5_1799208_1800392	45	42	58	60	49	53
chr5_1800880_1801984	43	47	51	70	50	64
chr5_2173095_2173659	23	23	14	25	20	25
chr5_2206170_2206802	21	26	29	30	22	29
chr5_2298789_2299152	18	13	21	24	16	25
chr5_2515117_2515797	24	21	43	31	29	28
chr5_2751180_2751960	24	18	32	36	18	26
chr5_3225953_3227059	41	56	60	68	48	80
chr5_3512331_3512864	10	15	25	21	14	26
chr5_3825883_3826512	22	27	32	35	31	34
chr5_4161090_4161521	9	11	17	22	16	19
chr5_4230300_4231193	30	37	35	49	36	39
chr5_4877991_4878543	23	22	28	23	26	26
chr5_4879755_4880109	17	13	13	14	18	18
chr5_5164184_5164794	43	40	65	44	56	46
chr5_5271230_5272382	47	56	68	68	61	68
chr5_5280791_5281242	16	23	19	29	19	30
chr5_5339919_5340653	28	25	28	25	25	36
chr5_5344059_5344919	26	30	43	51	40	50
chr5_5421764_5423344	155	153	181	203	199	209
chr5_5497220_5497636	19	16	23	35	22	25
chr5_5983292_5984155	69	98	80	97	88	94
chr5_6058820_6060056	91	132	136	161	144	168
chr5_6096004_6096519	31	32	43	42	32	43
chr5_6159238_6160660	45	62	63	70	69	93
chr5_6206309_6207067	22	32	48	52	52	50
chr5_6319660_6320358	20	27	26	30	26	33
chr5_6377902_6379207	55	57	80	70	71	87
chr5_6448646_6449511	21	43	44	49	25	39
chr5_6488013_6488417	10	14	13	21	17	23
chr5_6583014_6583580	16	15	17	20	16	21
chr5_6632485_6634345	145	131	188	178	158	199
chr5_6711788_6715083	289	292	373	354	293	357
chr5_6733046_6733472	16	27	29	28	21	31
chr5_6902593_6903038	13	19	24	34	15	32
chr5_6943508_6944018	21	20	35	31	22	19
chr5_7261056_7261338	9	10	15	12	18	15
chr5_7320856_7321214	12	17	14	14	16	24
chr5_7328918_7329632	35	55	43	51	45	64
chr5_7348196_7348862	23	24	52	30	32	31
chr5_7396010_7397165	48	52	74	72	60	64
chr5_7576003_7576529	27	30	37	36	28	38
chr5_7671154_7672140	80	90	93	91	67	96
chr5_7712835_7713314	26	20	19	23	21	21
chr5_7763522_7764121	23	25	36	33	35	33
chr5_7794298_7794806	25	22	37	29	38	33
chr5_7794902_7795727	31	31	50	38	44	37
chr5_7816187_7816560	12	13	21	16	14	12
chr5_7827706_7828049	8	11	21	16	14	22
chr5_7850717_7851336	22	18	36	31	31	38
chr5_7868551_7869940	117	110	130	134	140	159
chr5_8048919_8049404	17	29	26	19	26	21
chr5_8119548_8120113	17	19	22	22	17	26
chr5_8127548_8128549	36	52	36	65	44	69
chr5_8213660_8214127	21	14	10	20	20	19
chr5_8355933_8356356	17	20	29	30	29	31
chr5_8383188_8384251	66	84	69	96	67	98
chr5_8456963_8458293	107	123	134	137	142	161
chr5_8520945_8521425	16	23	24	29	24	25
chr5_8843728_8844337	20	9	34	29	26	24
chr5_8904766_8905425	29	29	38	36	31	33
chr5_9071072_9071414	15	5	19	23	14	22
chr5_9101761_9102357	25	32	32	49	42	39
chr5_9104969_9105357	23	15	26	21	17	13
chr5_9165480_9167441	81	86	119	123	107	107
chr5_9194637_9194975	17	22	15	22	16	24
chr5_9196525_9197129	35	38	55	45	43	60
chr5_9337917_9338680	33	35	45	54	31	47
chr5_9365551_9366036	30	49	45	53	41	56
chr5_9445917_9446682	26	28	42	28	32	30
chr5_9451001_9451473	20	22	24	28	26	34
chr5_9455860_9456361	16	20	29	21	26	27
chr5_9468017_9468395	15	18	19	17	16	20
chr5_9544319_9546571	92	68	110	120	110	111
chr5_9596836_9597133	14	14	22	18	14	14
chr5_9713005_9713789	45	56	45	75	53	76
chr5_9835383_9835734	10	14	18	27	19	23
chr5_10123583_10124028	14	15	23	25	25	24
chr5_10124117_10124874	31	46	48	49	57	57
chr5_10138206_10138898	21	23	32	23	29	32
chr5_10249016_10251093	146	171	195	201	146	212
chr5_10284006_10284466	14	25	22	30	24	24
chr5_10307490_10307968	15	15	23	14	21	25
chr5_10329991_10330607	25	32	33	29	30	49
chr5_10331474_10331818	11	14	18	18	18	15
chr5_10338845_10339988	64	64	94	74	72	71
chr5_10352709_10354476	108	114	165	117	117	144
chr5_10441104_10442486	127	122	125	143	133	136
chr5_10460581_10460870	12	14	15	16	11	14
chr5_10563562_10564948	63	52	76	65	54	82
chr5_10600987_10602202	85	102	130	114	102	121
chr5_10627442_10628201	61	65	67	87	66	70
chr5_10760196_10762183	110	131	123	146	138	149
chr5_10788898_10789531	14	17	29	24	27	19
chr5_10856815_10857492	38	32	42	44	55	48
chr5_11065505_11066030	14	16	18	33	30	24
chr5_11166893_11167274	16	14	26	15	29	15
chr5_11182646_11182951	10	11	15	13	15	21
chr5_11261066_11261812	30	36	54	48	42	58
chr5_11266284_11266862	17	12	25	22	24	31
chr5_11329721_11330069	11	20	25	21	23	20
chr5_11331044_11331383	12	15	16	17	10	15
chr5_11385890_11386574	45	48	67	73	59	78
chr5_11415583_11416195	33	36	39	43	34	43
chr5_11443811_11444239	22	19	20	18	18	26
chr5_11564570_11565079	13	15	12	16	15	16
chr5_11588750_11589319	45	33	41	45	40	46
chr5_11596271_11596562	13	11	21	14	17	11
chr5_11791368_11793045	70	85	102	112	84	103
chr5_11796974_11797644	41	40	45	43	38	53
chr5_11878809_11879291	28	54	48	66	46	52
chr5_11903016_11904948	196	179	218	189	190	251
chr5_11908135_11908594	14	15	23	22	19	22
chr5_13804186_13804988	62	89	86	92	77	98
chr5_13930307_13931271	32	50	52	54	40	49
chr5_13943416_13944043	30	32	42	31	39	39
chr5_13944499_13945154	16	22	24	21	20	29
chr5_13956881_13957403	25	33	31	35	32	34
chr5_14011217_14012117	78	70	102	114	79	92
chr5_14035865_14036482	25	32	37	31	26	28
chr5_14118492_14119374	93	89	129	121	115	125
chr5_14142647_14145488	157	160	209	210	175	197
chr5_14249558_14250772	118	102	115	134	119	151
chr5_14264532_14264968	35	32	44	42	36	49
chr5_14296624_14297091	18	30	34	32	30	32
chr5_14337706_14337969	15	11	18	11	17	17
chr5_14440587_14441489	59	69	75	84	67	93
chr5_14445549_14446480	62	84	66	73	74	86
chr5_14581228_14582540	46	65	65	66	70	65
chr5_14663810_14665271	137	128	165	187	159	189
chr5_14685717_14686041	10	14	21	22	19	19
chr5_14727405_14727690	9	14	17	19	13	17
chr5_14764554_14764906	18	11	14	15	19	23
chr5_14842867_14843206	23	20	15	23	24	33
chr5_14871125_14872666	99	97	138	138	128	143
chr5_14937338_14937721	15	16	22	20	20	27
chr5_15003449_15003740	11	17	16	17	20	26
chr5_15285846_15286437	19	19	31	25	26	23
chr5_15363351_15364051	33	31	61	47	42	40
chr5_15366822_15367514	32	30	45	41	35	34
chr5_15499545_15501082	110	112	125	151	125	159
chr5_15933432_15933867	18	20	29	19	25	20
chr5_16178759_16179893	80	75	87	87	79	104
chr5_16427472_16427922	18	22	40	32	36	29
chr5_16465405_16466428	80	87	105	117	80	98
chr5_16489292_16489767	12	23	27	31	25	23
chr5_16568843_16569685	45	55	69	69	46	71
chr5_16574717_16575785	65	66	97	66	76	86
chr5_16578483_16578864	16	18	18	22	15	20
chr5_16579064_16579479	18	9	17	19	19	16
chr5_16580346_16580803	15	17	24	23	27	23
chr5_16616451_16617550	55	63	76	81	56	86
chr5_16673352_16674488	45	48	66	52	55	71
chr5_16713129_16714052	55	45	72	77	64	84
chr5_16727686_16728346	37	30	31	35	41	35
chr5_16733423_16734097	18	33	53	37	38	38
chr5_16735982_16736742	20	20	34	39	31	31
chr5_16741659_16742412	28	35	42	29	37	32
chr5_16935505_16936832	55	63	65	55	51	71
chr5_17203230_17203671	17	17	23	21	19	26
chr5_17216133_17217249	44	45	50	70	48	74
chr5_17217391_17218262	41	34	61	50	48	64
chr5_17218389_17219635	64	54	62	68	62	70
chr5_17365099_17366279	66	79	99	106	81	94
chr5_17367096_17367993	49	47	48	55	63	50
chr5_17384242_17384618	17	16	21	23	28	24
chr5_17411919_17412308	13	15	21	21	17	22
chr5_17433454_17433809	11	11	22	21	15	18
chr5_17517585_17517875	19	10	14	15	17	17
chr5_17519607_17519843	12	19	19	17	15	15
chr5_17526605_17526863	10	18	23	11	10	12
chr5_17530229_17530434	7	9	11	14	11	8
chr5_17808661_17808954	12	15	12	15	14	8
chr5_17831015_17831793	34	41	38	44	36	32
chr5_18281987_18282215	11	15	11	16	11	19
