ctrhp_1	ctrhp_2	ctrhp_3	CLKhp_1	CLKhp_2	CLKhp_3
chr6_64902497_64903078	17	28	33	40	30	20
chr6_65191124_65192008	38	76	57	48	35	33
chr6_66128085_66128947	56	98	90	66	68	69
chr6_66226011_66226849	32	75	73	67	48	56
chr6_66538378_66539318	24	76	52	47	40	51
chr6_67131561_67132577	46	108	84	99	55	62
chr6_67359434_67359857	10	20	19	14	16	17
chr6_68333473_68333786	13	27	18	21	14	23
chr6_68559636_68560225	27	43	47	40	24	46
chr6_68633881_68635744	166	302	260	279	179	223
chr6_68718670_68719295	27	34	19	26	21	22
chr6_68777848_68778969	32	75	58	44	34	41
chr6_68975103_68975420	7	20	15	13	15	18
chr6_68990339_68991006	28	55	48	51	36	33
chr6_69166598_69167095	18	52	23	27	23	21
chr6_69232360_69233523	60	106	97	93	53	59
chr6_69384449_69385470	52	111	82	99	60	81
chr6_69422561_69422846	8	27	18	22	15	22
chr6_69456052_69456574	15	27	22	28	21	20
chr6_69796094_69797511	97	197	149	177	122	134
chr6_69866910_69868078	73	117	107	97	62	75
chr6_70112397_70113315	27	69	64	54	39	34
chr6_70196503_70197114	30	54	34	37	31	34
chr6_70292118_70292842	31	75	57	56	39	50
chr6_70412681_70414475	130	263	207	216	159	156
chr6_70474651_70475209	21	38	25	40	29	30
chr6_70479168_70479614	19	42	38	43	21	33
chr6_70566564_70567514	41	106	97	76	58	71
chr6_70667349_70668832	115	199	164	171	127	129
chr6_70955382_70957703	129	283	231	248	157	169
chr6_71011577_71013626	127	284	247	225	144	168
chr6_71033038_71033500	13	34	17	24	9	19
chr6_71048909_71050004	61	101	95	118	95	100
chr6_71067633_71068328	29	57	43	57	34	44
chr6_71107661_71108489	40	63	56	70	42	53
chr6_71287931_71289877	126	235	184	213	136	127
chr6_71346097_71346684	14	23	24	21	19	24
chr6_71395622_71396391	17	37	32	25	23	17
chr6_71419375_71421483	134	260	240	239	174	194
chr6_71478733_71479577	14	31	25	43	23	27
chr6_71499543_71500307	29	54	53	42	22	33
chr6_71886126_71887506	102	194	157	160	108	122
chr6_71965351_71965775	15	39	33	31	26	27
chr6_72073044_72073502	12	26	23	24	20	20
chr6_72182336_72183178	19	42	35	41	31	37
chr6_72290149_72290529	11	30	19	20	14	18
chr6_72412084_72412571	19	37	34	46	28	23
chr6_72467057_72467479	13	18	22	12	14	17
chr6_72620146_72620664	13	38	23	33	19	21
chr6_72621415_72623020	59	127	102	102	78	88
chr6_72854614_72855179	3	18	15	27	13	15
chr6_72976443_72976929	10	19	18	29	20	28
chr6_73129956_73130277	14	22	20	23	17	26
chr6_73180538_73181514	26	48	31	69	28	46
chr6_73262713_73263677	52	97	63	67	53	61
chr6_73372432_73372938	21	39	27	23	20	28
chr6_73461189_73462482	73	149	98	121	76	97
chr6_73519979_73522413	498	746	702	862	697	713
chr6_73580107_73580671	21	37	28	36	18	21
chr6_73585907_73586458	17	33	26	25	22	21
chr6_73653083_73654822	119	251	187	234	131	177
chr6_73739156_73739413	16	15	16	17	6	16
chr6_75204144_75204576	16	27	21	24	13	13
chr6_75205754_75206391	13	40	41	29	26	22
chr6_75208758_75209243	24	28	20	28	18	23
chr6_75234142_75235254	46	77	74	69	50	62
chr6_75243324_75244426	64	132	109	124	78	80
chr6_75284095_75285615	138	240	235	229	179	196
chr6_75290404_75291234	31	72	55	73	45	43
chr6_75515412_75516170	39	73	64	58	39	44
chr6_75601331_75603056	115	241	192	227	155	157
chr6_75619315_75619882	13	32	25	23	19	21
chr6_75748562_75749903	99	186	141	139	103	105
chr6_75934951_75935684	29	49	43	60	30	42
chr6_76954855_76955565	36	54	42	28	27	31
chr6_77354577_77355122	12	23	25	29	18	24
chr6_77457810_77458055	9	13	13	15	9	15
chr6_78525912_78526503	28	63	53	49	37	40
chr6_78670049_78670831	13	38	38	29	29	20
chr6_78867139_78868127	57	139	96	100	80	96
chr6_79076717_79079210	220	342	290	337	215	237
chr6_79188970_79189558	15	23	31	34	23	33
chr6_79233421_79235164	134	257	202	236	159	193
chr6_79334560_79335056	17	36	20	22	20	7
chr6_79399941_79400597	31	52	36	39	33	31
chr6_79421765_79422495	30	49	37	38	39	35
chr6_79536467_79538062	154	263	240	247	193	188
chr6_79544910_79545487	49	91	74	78	49	54
chr6_79630895_79631963	58	109	88	90	62	74
chr6_79778019_79778654	15	38	26	32	22	20
chr6_79810033_79810766	37	47	38	42	43	43
chr6_79813732_79814364	23	32	28	32	19	15
chr6_79869602_79870091	13	33	25	32	21	33
chr6_79894970_79895505	9	23	19	19	19	13
chr6_79946304_79948115	115	254	222	211	135	165
chr6_80003736_80004862	88	172	133	149	115	117
chr6_80105997_80107250	134	230	210	223	158	192
chr6_80111310_80111824	20	33	30	27	23	19
chr6_80133025_80133592	13	28	28	22	17	20
chr6_80196947_80198120	47	99	77	83	57	82
chr6_80316660_80317281	31	58	44	66	43	46
chr6_80331417_80332514	48	128	102	85	82	87
chr6_80333949_80334655	12	31	35	37	35	39
chr6_80438716_80439209	21	34	32	31	19	17
chr6_80457256_80457862	26	63	55	56	45	45
chr6_80522568_80523323	16	41	35	28	23	23
chr6_80557195_80558367	59	98	92	77	83	72
chr6_80622599_80623297	15	29	21	31	15	24
chr6_80638625_80639098	15	38	19	41	28	40
chr6_80654372_80654696	6	17	20	22	15	16
chr6_80762715_80763519	35	76	48	48	38	47
chr6_81086934_81087465	20	49	21	34	27	21
chr6_81317884_81318586	42	95	73	66	50	59
chr6_81487251_81487872	11	29	31	44	18	21
chr6_81503253_81503619	15	26	19	21	19	18
chr6_81708109_81708737	15	32	19	34	20	31
chr6_81751653_81754404	137	252	231	242	157	164
chr6_81808870_81809317	16	31	26	20	12	15
chr6_81894531_81895860	86	164	132	129	98	121
chr6_81906673_81907177	10	19	21	23	18	12
chr6_82040449_82040863	14	20	24	21	11	18
chr6_82057038_82058558	95	187	149	169	113	113
chr6_82246754_82248360	103	194	160	203	117	135
chr6_82268481_82268963	12	30	19	28	13	29
chr6_82363291_82365654	75	130	102	136	72	92
chr6_82441785_82442619	20	48	35	36	23	24
chr6_82569076_82569368	5	18	10	15	17	19
chr6_82573430_82574036	13	44	31	45	36	41
chr6_82584774_82585441	18	59	58	40	32	27
chr6_82612242_82613031	34	69	61	64	46	60
chr6_82692865_82693492	32	57	56	55	37	36
chr6_82698208_82699244	29	75	55	63	46	44
chr6_82711164_82712321	35	68	41	60	33	45
chr6_82740061_82740452	11	27	21	22	25	22
chr6_82783690_82784176	18	42	30	34	20	17
chr6_82820359_82820702	6	16	19	19	15	11
chr6_83057796_83058039	9	19	12	17	12	15
chr6_83065164_83066194	58	99	77	85	53	69
chr6_83067228_83068499	97	174	139	176	120	103
chr6_83153876_83154691	21	35	32	39	24	24
chr6_83192679_83194635	119	218	178	208	146	125
chr6_83215193_83215478	12	28	21	33	22	20
chr6_83512153_83512748	14	28	22	37	20	24
chr6_83609310_83609919	16	38	30	24	19	19
chr6_83707694_83709935	190	393	313	328	236	227
chr6_83852869_83854376	105	208	172	189	140	145
chr6_83859117_83860359	102	163	142	151	122	110
chr6_83884517_83884813	5	21	20	20	14	17
chr6_84003004_84003618	16	41	28	21	18	25
chr6_84027576_84028265	32	53	51	52	38	30
chr6_84033416_84034449	28	57	58	61	49	41
chr6_84051865_84052949	61	107	77	79	59	65
chr6_84227041_84228420	103	177	145	169	111	115
chr6_84763533_84765003	45	74	64	81	31	46
chr6_84773564_84774332	15	37	29	20	26	25
chr6_85355028_85355491	13	26	15	28	13	14
chr6_85449264_85450841	67	139	124	136	86	110
chr6_85458764_85459639	26	43	48	56	37	32
chr6_85469424_85470375	39	92	70	59	37	39
chr6_85485005_85485328	14	23	23	16	5	13
chr6_85592896_85594873	124	259	206	207	160	167
chr6_85641603_85644694	290	517	413	433	322	328
chr6_85678085_85679755	137	200	181	228	151	137
chr6_85923017_85923450	15	29	17	18	15	16
chr6_86107926_86108517	24	55	44	54	49	31
chr6_87151492_87152792	69	165	123	133	95	99
chr6_87154605_87156897	133	279	211	236	158	176
chr6_87322138_87323186	36	75	68	65	51	52
chr6_87407437_87409004	113	209	166	175	140	137
chr6_87472347_87473916	105	214	166	211	126	161
chr6_87563479_87564214	12	27	32	46	28	27
chr6_87589504_87590607	86	149	115	131	99	88
chr6_87700719_87702912	140	290	232	261	173	202
chr6_87723225_87723637	12	17	12	22	18	20
chr6_87756233_87756768	20	49	33	37	26	31
chr6_87929777_87930341	26	49	27	39	27	34
chr6_87968306_87969182	31	47	42	47	26	35
chr6_88148477_88149068	18	42	29	39	25	34
chr6_88165509_88167432	110	205	180	184	124	124
chr6_88211271_88211925	35	70	49	59	23	47
chr6_88379859_88380922	38	59	58	62	48	46
chr6_88558181_88558581	11	22	26	11	19	14
chr6_88561619_88562375	43	63	44	47	34	34
chr6_88584539_88585204	19	33	26	27	11	23
chr6_88862737_88863517	36	68	55	58	38	34
chr6_88962783_88964178	89	164	153	157	93	125
chr6_89079575_89082248	235	386	331	331	247	235
chr6_89117217_89118231	65	123	114	110	58	81
chr6_89145553_89146961	62	126	94	100	50	70
chr6_89311669_89312585	42	68	59	59	38	42
chr6_89351786_89353508	79	167	138	159	100	106
chr6_89375722_89376127	17	24	26	16	10	17
chr6_89411174_89413267	101	227	193	215	148	149
chr6_89432739_89433761	35	71	46	63	35	36
chr6_89561972_89563364	52	106	87	89	56	55
chr6_89566611_89567831	40	90	65	82	41	44
chr6_89637989_89639222	75	171	125	132	115	113
chr6_89818897_89820289	72	171	138	149	97	117
chr6_89829057_89830265	90	204	154	162	112	120
chr6_89940520_89940757	8	26	11	22	11	13
chr6_89970691_89970968	12	18	24	14	6	15
chr6_89974684_89975399	17	53	47	41	30	34
chr6_89977793_89979085	69	140	111	106	74	72
chr6_89985153_89986472	37	56	50	72	46	44
chr6_89998031_89998601	17	30	28	30	23	26
chr6_90034349_90034966	13	30	18	31	16	19
chr6_90069065_90069553	14	26	18	21	16	17
chr6_90097928_90098487	14	17	22	39	16	17
chr6_90217972_90219802	121	233	193	204	134	142
chr6_90294680_90297551	192	339	269	290	196	224
chr6_90329412_90329994	15	38	30	42	25	19
chr6_90369047_90369548	15	26	25	43	16	24
chr6_90413492_90414179	37	63	47	50	34	50
chr6_90479068_90479647	29	52	42	46	45	35
chr6_90484844_90485289	18	34	31	38	25	31
chr6_90494272_90494852	17	16	17	31	24	24
chr6_90586437_90587658	68	126	122	116	90	88
chr6_90610729_90611659	37	63	53	69	38	43
chr6_90677226_90677851	22	51	37	37	23	25
chr6_90787214_90788044	32	64	59	58	41	56
chr6_90805447_90806390	52	107	102	86	75	89
chr6_90885145_90886356	45	80	73	80	50	54
chr6_90890718_90891541	23	46	27	48	39	41
chr6_90894751_90895121	13	26	21	31	14	22
chr6_90896202_90896667	15	23	18	25	15	17
chr6_90997193_90998009	22	44	40	50	36	28
chr6_91081241_91081862	24	39	35	29	20	35
chr6_91087660_91088836	48	124	100	110	66	90
chr6_91096841_91098339	41	86	73	72	43	52
chr6_91117476_91118215	18	44	36	34	27	28
chr6_91172100_91172832	18	48	30	37	25	38
chr6_91288760_91289131	23	33	27	23	13	19
chr6_91299510_91300235	19	41	36	45	39	39
chr6_91378397_91379146	17	34	39	46	35	34
chr6_91546904_91547360	14	31	19	15	25	14
chr6_91633374_91634305	26	45	42	41	22	28
chr6_91653531_91655143	80	172	136	125	76	95
chr6_91669183_91670255	82	143	127	116	85	87
chr6_91781798_91782596	39	74	57	60	49	32
chr6_91962975_91963553	17	48	35	48	37	32
chr6_92020681_92021420	18	43	42	41	27	31
chr6_92169411_92169957	20	40	31	28	17	21
chr6_92481643_92482130	11	40	31	38	31	33
chr6_92538177_92538703	21	22	31	37	19	33
chr6_92593118_92593568	12	29	23	25	17	22
chr6_92608577_92609414	58	111	110	106	84	92
chr6_92667895_92668189	15	19	18	8	12	9
chr6_92777058_92777437	13	26	23	13	19	20
chr6_92779710_92780088	12	17	19	16	6	18
chr6_92790405_92790798	9	20	15	18	19	14
chr6_92820522_92821083	18	51	42	32	30	23
chr6_93183279_93183957	28	66	53	59	43	56
chr6_93196425_93196722	7	21	12	16	14	17
chr6_93272182_93272857	18	32	27	23	27	32
chr6_93272957_93273423	13	29	29	21	14	25
chr6_93416531_93417780	35	84	40	71	32	52
chr6_93418325_93420159	110	231	187	217	148	162
chr6_93678809_93679370	21	51	31	38	23	29
chr6_93786518_93786825	13	25	16	24	15	15
chr6_94250965_94251743	22	46	31	45	22	30
chr6_94478070_94479314	56	127	96	101	74	71
chr6_94705783_94706153	8	22	24	20	22	21
chr6_95087111_95088120	38	70	62	81	44	71
chr6_95091743_95092329	18	32	27	23	21	27
chr6_95227262_95227863	11	36	27	21	16	24
chr6_95408219_95408863	20	38	35	41	28	29
chr6_95576822_95578526	112	214	171	197	117	134
chr6_96014860_96016811	146	294	249	236	157	213
chr6_96057896_96058514	16	32	36	34	29	32
chr6_96153605_96154276	22	30	22	20	20	23
chr6_96320248_96320615	9	25	16	15	13	21
chr6_96391405_96392489	60	111	79	89	56	69
chr6_96450108_96451009	41	57	52	77	44	56
chr6_96468481_96469237	23	36	36	34	24	22
chr6_96521201_96522784	109	235	200	202	152	168
chr6_96575421_96575758	11	10	23	28	10	21
chr6_96626825_96627381	20	27	23	33	20	24
chr6_96675339_96675984	21	35	19	31	16	19
chr6_96836416_96837981	97	181	142	171	108	137
chr6_96897024_96898463	104	190	159	185	117	112
chr6_96921352_96921825	10	25	15	19	23	22
chr6_96923705_96925370	79	152	128	137	73	92
chr6_97097114_97097570	14	30	19	18	19	19
chr6_97282705_97283743	66	130	94	106	78	75
chr6_97305456_97307346	71	136	111	119	106	114
chr6_97438315_97438822	13	35	33	40	19	26
chr6_97440643_97440960	11	30	20	24	16	21
chr6_97462714_97463305	15	40	28	20	17	25
chr6_97497770_97498034	11	13	13	14	10	11
chr6_97626882_97627449	16	28	21	22	12	20
chr6_97669158_97669685	11	25	25	30	19	17
chr6_97743669_97744291	7	30	19	23	16	28
chr6_97814009_97814636	16	33	25	20	26	22
chr6_97850877_97851149	9	25	15	16	15	12
chr6_97989300_97990216	33	84	58	57	46	48
chr6_98014543_98015413	26	77	62	56	39	45
chr6_98044209_98045020	16	43	32	45	32	18
chr6_98046763_98048278	36	85	57	60	44	43
chr6_98118443_98118896	19	29	29	29	22	27
chr6_98279559_98280357	37	78	63	63	44	52
chr6_98382117_98382757	9	32	20	43	38	22
chr6_98641867_98642614	21	37	31	41	29	37
chr6_98672646_98673612	32	46	32	75	46	36
chr6_98695139_98695770	28	56	25	34	21	27
chr6_98787252_98788569	44	100	92	85	47	71
chr6_98824012_98824930	22	37	36	40	25	29
chr6_98827357_98828236	41	67	49	83	52	74
chr6_98831272_98836591	306	599	481	572	393	455
chr6_98843335_98844077	20	37	36	34	17	24
chr6_98844683_98846295	65	151	110	122	88	78
chr6_98947159_98948553	96	218	165	162	112	129
chr6_98977546_98978541	35	63	53	59	33	39
chr6_99064392_99065224	31	52	53	58	35	40
chr6_99213649_99214153	18	36	23	26	27	16
chr6_99348948_99350369	69	159	133	132	94	97
chr6_99393397_99394543	49	87	77	75	60	60
chr6_99424663_99426313	96	219	156	177	125	140
chr6_99514731_99516003	81	163	138	155	91	118
chr6_99520870_99522028	56	101	74	94	51	58
chr6_99568109_99569337	67	143	114	107	89	105
chr6_99588510_99589670	74	139	100	116	68	95
chr6_99613275_99614249	37	47	46	40	31	26
chr6_99746206_99746782	20	34	25	23	21	17
chr6_99867945_99868627	22	36	30	41	31	34
chr6_100001939_100002399	15	26	19	23	24	27
chr6_100228851_100229407	19	23	23	35	11	15
chr6_100281371_100282173	28	75	46	45	31	28
chr6_100464909_100465457	12	22	29	34	15	31
chr6_100514656_100515338	43	76	64	57	48	56
chr6_100880776_100882230	85	196	129	161	117	124
chr6_101393129_101394247	28	79	64	52	40	46
chr6_101728749_101729325	28	50	42	38	25	27
chr6_101776779_101777471	21	72	34	55	28	48
chr6_103042390_103042871	8	30	20	19	23	22
chr6_103464355_103464969	37	82	68	60	48	51
chr6_103602592_103603442	29	56	43	58	30	42
chr6_103647711_103648547	41	108	73	86	81	67
chr6_103772493_103772878	16	22	15	19	16	12
chr6_103865946_103866459	15	23	24	33	21	24
chr6_103872042_103873224	76	125	101	102	72	80
chr6_103874458_103875246	25	45	35	58	38	40
chr6_103919389_103920028	23	51	47	43	37	37
chr6_104218055_104218513	8	24	27	24	22	15
chr6_104226984_104227478	21	38	28	28	23	19
chr6_104301043_104302494	74	148	122	112	69	98
chr6_104322373_104323285	42	106	89	74	57	63
chr6_104466351_104466710	10	21	15	18	10	14
chr6_104471726_104473128	71	161	119	126	101	99
chr6_104516312_104516975	20	64	44	33	23	42
chr6_104585028_104586194	93	189	135	133	111	108
chr6_104600759_104602255	80	159	141	141	107	120
chr6_104617517_104617954	7	27	22	19	17	18
chr6_104666540_104667353	20	72	64	65	53	50
chr6_104859104_104860306	116	217	187	199	126	161
chr6_104940231_104941708	64	123	86	101	73	64
chr6_105036217_105036664	9	16	12	16	16	13
chr6_105136144_105137565	109	161	142	132	100	95
chr6_105179396_105180340	36	57	51	62	42	37
chr6_105370340_105370793	14	21	11	26	14	15
chr6_105402399_105403888	98	190	170	204	145	143
chr6_105453876_105454421	15	37	31	33	20	31
chr6_105499116_105500322	79	180	159	119	96	85
chr6_105692240_105693304	72	147	141	130	105	87
chr6_105753611_105753970	4	17	18	15	14	16
chr6_105817345_105817674	15	18	18	11	17	9
chr6_105992313_105992745	12	21	17	26	14	15
chr6_105994567_105995423	30	58	41	41	47	41
chr6_106045903_106046621	19	49	29	31	26	38
chr6_106086052_106086599	14	27	26	27	14	17
chr6_106325089_106326322	54	113	111	112	79	89
chr6_106360245_106361030	22	47	33	32	33	24
chr6_106574655_106575498	45	54	39	68	31	49
chr6_106628842_106630074	50	85	80	88	57	62
chr6_106692145_106692481	17	20	24	25	14	16
chr6_106739470_106739803	16	27	25	17	16	15
chr6_106885890_106886582	24	47	41	55	33	32
chr6_106973285_106976008	158	336	264	271	164	169
chr6_106979441_106979735	16	23	20	17	18	8
chr6_107021514_107021931	11	32	27	16	16	17
chr6_107027818_107028902	63	151	112	116	84	84
chr6_107045961_107046939	37	70	51	58	33	40
chr6_107113925_107116880	174	342	256	267	197	190
chr6_107314369_107314968	27	40	25	31	19	25
chr6_107459085_107460294	66	108	82	97	61	73
chr6_107488605_107491017	152	286	249	262	176	185
chr6_107491108_107491642	14	29	29	25	16	27
chr6_107554973_107555894	37	94	59	66	50	55
chr6_107621216_107621735	17	46	28	32	26	31
chr6_107641443_107641815	14	20	17	20	15	7
chr6_107675182_107675872	14	31	25	41	21	23
chr6_107819935_107820583	26	44	35	29	19	27
chr6_107820652_107821261	12	29	25	29	15	30
chr6_107824607_107825038	9	20	20	19	12	11
chr6_107847897_107848700	17	23	30	36	25	27
chr6_107957291_107958780	73	120	91	105	88	62
chr6_107982591_107982885	9	18	13	13	12	12
chr6_108074173_108075371	64	143	117	114	85	87
chr6_108133473_108134324	35	67	42	61	23	49
chr6_108165587_108167074	62	110	85	112	65	75
chr6_108168357_108168948	16	25	17	26	11	16
chr6_108260204_108261701	117	247	201	195	137	149
chr6_108294530_108295561	53	100	81	71	57	59
chr6_108363761_108364355	23	52	43	50	24	35
chr6_108463836_108464316	20	30	28	27	11	18
chr6_108476192_108477575	52	128	98	110	87	91
chr6_108483947_108484315	3	24	25	15	18	14
chr6_108557202_108562093	352	641	500	588	414	402
chr6_108589283_108589683	10	12	15	22	14	15
chr6_108606072_108606590	18	42	35	41	29	31
chr6_108701264_108701813	13	22	16	17	17	9
chr6_108744519_108745424	32	65	50	54	52	38
chr6_108751896_108752740	21	38	39	39	26	23
chr6_108847748_108849165	86	160	120	131	106	106
chr6_108945705_108946317	31	60	56	45	34	47
chr6_109008552_109010114	62	141	92	96	77	84
chr6_109094145_109095967	195	370	306	340	257	272
chr6_109330834_109331199	16	41	19	27	21	24
chr6_109381538_109383522	102	204	196	218	132	123
chr6_109440107_109441445	80	173	132	145	97	99
chr6_109454252_109456562	74	152	105	118	85	92
chr6_109482466_109483648	59	107	92	101	76	68
chr6_109690217_109691767	97	185	164	189	131	150
chr6_109705207_109705561	5	12	16	14	13	14
chr6_109978136_109978865	18	39	37	37	25	20
chr6_110178551_110180840	164	353	278	301	225	227
chr6_110415273_110416032	30	65	49	56	33	37
chr6_110814099_110816359	207	372	314	343	231	246
chr6_110873890_110876767	167	299	256	284	188	205
chr6_110958288_110959239	59	122	111	111	68	78
chr6_110981531_110982500	49	97	71	94	50	50
chr6_111087079_111088350	73	119	111	127	78	86
chr6_111258818_111259836	88	140	138	138	95	119
chr6_111417074_111417622	21	52	30	42	22	22
chr6_111424521_111424859	9	31	16	20	17	15
chr6_111482021_111484522	161	333	244	314	204	195
chr6_111540845_111541611	10	37	34	42	23	22
chr6_111551559_111552871	50	95	76	99	59	65
chr6_111566398_111567408	34	63	59	57	39	45
chr6_111625761_111626366	21	29	32	33	23	22
chr6_111686021_111686985	26	74	42	53	44	45
chr6_111692615_111693299	20	37	43	40	38	36
chr6_111709751_111710473	23	43	34	44	37	28
chr6_111730865_111731803	30	46	26	24	21	27
chr6_111743949_111744569	20	49	29	27	19	20
chr6_111768648_111769210	11	36	30	29	23	22
chr6_111810638_111811209	26	50	33	45	28	32
chr6_111871884_111874045	181	337	292	319	224	209
chr6_111888888_111889614	30	48	39	40	25	35
chr6_111950584_111951231	31	41	38	49	20	26
chr6_111980972_111981438	17	33	22	23	15	24
chr6_111997170_111997441	12	23	14	14	13	15
chr6_112033698_112034363	19	43	29	38	31	33
chr6_112037712_112038527	28	40	36	58	38	51
chr6_112042842_112043996	72	133	96	106	72	97
chr6_112086751_112088105	82	161	133	148	88	105
chr6_112253539_112254700	38	79	60	78	40	52
chr6_112282240_112282638	5	22	13	29	16	16
chr6_112289213_112289630	15	25	24	27	18	23
chr6_112330042_112330704	16	44	27	50	29	29
chr6_112337207_112337540	13	20	22	22	16	15
chr6_112501631_112502105	14	34	35	20	25	25
chr6_112502891_112503619	14	37	32	22	18	24
chr6_112562282_112562817	13	32	20	26	22	21
chr6_112690311_112691296	73	153	108	120	79	97
chr6_112743192_112743655	10	21	26	20	17	26
chr6_112865031_112865586	19	41	39	43	27	26
chr6_112886445_112887205	26	64	49	42	24	33
chr6_112939351_112940244	49	84	79	80	51	60
chr6_113031683_113032129	10	33	15	29	15	21
chr6_113172385_113172839	17	29	26	23	19	19
chr6_113182487_113183410	64	118	107	98	73	79
chr6_113291757_113292366	23	38	28	24	17	31
chr6_113317650_113318474	13	38	29	43	18	24
chr6_113381751_113382674	31	55	61	53	25	31
chr6_113564414_113565466	64	117	112	115	70	85
chr6_113586786_113587883	60	108	100	111	71	72
chr6_113595763_113596862	46	95	86	81	52	68
chr6_113732247_113732979	25	35	33	43	34	42
chr6_113824429_113824839	11	19	21	21	11	16
chr6_113825606_113826255	47	62	59	60	50	40
chr6_113854480_113856031	77	151	110	114	55	69
chr6_113856033_113857828	68	148	119	130	74	81
chr6_113858279_113859465	73	131	105	132	89	82
chr6_113859618_113860602	35	47	40	45	45	25
chr6_113883852_113884538	26	63	57	57	41	39
chr6_113969699_113971848	184	311	252	304	211	209
chr6_113995575_113996059	20	46	26	41	30	33
chr6_114002662_114003135	19	31	15	23	19	21
chr6_114068804_114069350	17	30	24	33	15	23
chr6_114282190_114282742	23	31	43	49	25	21
chr6_114328363_114329229	48	90	75	86	50	62
chr6_114342175_114344041	79	164	142	153	89	90
chr6_114364381_114364738	9	17	17	14	12	15
chr6_114428178_114429319	34	65	69	79	39	38
chr6_114707032_114707745	26	39	33	44	25	34
chr6_114940642_114941452	45	68	67	72	46	44
chr6_115270728_115271646	47	102	82	84	61	69
chr6_115276814_115277465	27	52	39	47	23	29
chr6_115551407_115552023	18	36	38	40	30	30
chr6_116010890_116011280	16	23	16	23	14	13
chr6_116100240_116101726	110	225	174	170	129	144
chr6_116228953_116230079	87	150	114	126	87	97
chr6_116253255_116254547	108	180	152	162	132	124
chr6_116268537_116268845	20	26	19	25	16	20
chr6_116279056_116280564	93	208	167	193	130	150
chr6_116370415_116371924	114	246	174	200	140	156
chr6_116461837_116462636	43	73	54	59	43	47
chr6_116557853_116558256	12	26	15	17	20	12
chr6_116561299_116561892	15	27	27	22	19	16
chr6_116570672_116572006	166	284	258	259	207	202
chr6_116615832_116617007	84	171	127	148	103	117
chr6_116668255_116669052	34	74	70	53	40	53
chr6_116680681_116682047	111	193	139	163	111	136
chr6_117126123_117126737	20	35	34	43	24	39
chr6_117265114_117266148	55	94	86	79	54	54
chr6_117270215_117271104	28	48	38	35	28	31
chr6_117447920_117448285	13	17	13	16	12	22
chr6_117481968_117483846	109	205	181	162	116	132
chr6_117601528_117603313	158	263	250	255	189	201
chr6_117605024_117605522	16	33	20	14	18	13
chr6_117674847_117676381	153	235	185	232	164	192
chr6_117880708_117881190	11	28	27	28	19	27
chr6_117883154_117883483	11	29	14	20	11	12
chr6_117906506_117909151	151	342	229	236	181	194
chr6_117919384_117920727	51	103	97	88	62	57
chr6_117933341_117934255	23	54	48	40	26	31
chr6_117951605_117952295	18	38	42	49	34	31
chr6_117956237_117956844	28	37	31	43	28	33
chr6_117985851_117986361	29	64	43	57	31	30
chr6_117992736_117993331	23	47	38	42	26	37
chr6_118017245_118017850	16	31	26	35	28	38
chr6_118051222_118051513	11	17	13	16	15	11
chr6_118100871_118102048	31	65	55	63	40	34
chr6_118122105_118123293	58	93	65	85	63	65
chr6_118171822_118172263	18	44	46	36	22	30
chr6_118197406_118198159	32	69	36	51	31	42
chr6_118277575_118278306	19	40	39	31	19	27
chr6_118296543_118297117	12	31	25	30	15	24
chr6_118306341_118307271	19	46	40	41	41	38
chr6_118320412_118321296	44	68	69	56	58	53
chr6_118377989_118378420	13	24	15	22	12	17
chr6_118401200_118402091	34	49	40	43	33	37
chr6_118650397_118652189	163	291	217	256	181	195
chr6_118748236_118749158	29	46	35	47	26	47
chr6_118784471_118785026	22	37	35	31	24	31
chr6_118800350_118801015	20	44	46	39	24	26
chr6_118889050_118889606	15	35	18	29	29	28
chr6_118893139_118895577	203	392	298	301	228	259
chr6_118934093_118935577	80	166	138	171	107	138
chr6_119077703_119079374	117	223	179	195	123	151
chr6_119096658_119097341	31	47	53	57	33	56
chr6_119110554_119111045	12	28	29	22	18	28
chr6_119132039_119133104	31	91	83	83	64	61
chr6_119148182_119149546	69	122	95	116	87	92
chr6_119348363_119350724	136	306	239	301	188	173
chr6_119566769_119567114	11	19	14	21	14	15
chr6_119833625_119834235	43	66	67	67	35	47
chr6_119848544_119849078	16	33	22	24	22	16
chr6_120549708_120550141	14	19	23	28	14	13
chr6_120586173_120586962	19	59	38	33	20	30
chr6_120590467_120591052	9	37	31	22	17	20
chr6_120591874_120592310	30	48	36	34	26	17
chr6_120622072_120622711	20	35	26	17	9	28
chr6_121093185_121093587	13	21	17	24	17	14
chr6_121334165_121335363	80	162	121	146	118	111
chr6_121436934_121437331	9	20	12	17	11	17
chr6_121443719_121444733	73	135	112	99	74	85
chr6_121520425_121521334	12	35	27	38	25	25
chr6_121531122_121532505	55	137	108	116	76	73
chr6_121533036_121533887	43	81	72	68	50	50
chr6_121590606_121591277	24	54	37	34	25	25
chr6_121592666_121594025	112	224	162	172	111	134
chr6_121694662_121695625	34	79	49	59	39	48
chr6_121780183_121780872	39	63	63	61	46	57
chr6_121850956_121851507	28	47	34	54	38	46
chr6_121897121_121897983	44	64	52	74	48	51
chr6_121901438_121901897	6	21	19	21	16	13
chr6_121951890_121952585	19	33	38	63	39	55
chr6_122033603_122033901	15	20	17	26	9	16
chr6_122143794_122144999	43	93	68	118	75	85
chr6_122289725_122290684	44	124	88	74	63	64
